pid,last_retrive,likenum,reply,text,time,type
5139101,2023-06-08 13:27:56,1,4,一直以为自己摆的很自在，到了现在才发现真的好想能继续读😭😭😭😭😭😭😭😭😭😭想哭,2023-06-07 14:09:30,text
5139102,2023-06-08 13:27:56,1,0,北京的私立口腔机构有什么推荐吗？..网上怎么到处是广告啊啊,2023-06-07 14:09:56,text
5139103,2023-06-08 13:27:56,0,0,瑞幸怎么每天都没冰啊…………都这么多天了每天需要多少冰还不知道吗😇,2023-06-07 14:10:12,text
5139104,2023-06-08 13:27:56,1,0,军训是几号开始啊……,2023-06-07 14:10:26,text
5139105,2023-06-08 13:27:56,1,0,不行啊，这样子是在玩火,2023-06-07 14:11:05,text
5139106,2023-06-08 13:27:56,1,0,捞捞5117108,2023-06-07 14:11:07,text
5139107,2023-06-08 13:27:56,1,1,vision pro,2023-06-07 14:11:57,image
5139108,2023-06-08 13:27:56,5,5,明确的答复其实也就是我的最后一片藤叶了，虽然知道必然会落下来，但还是自欺欺人地过着。到底还是高考没考好才要去读强基的，有些人自嘲一生中最大的荣耀是高考，我这个最大的荣耀都有污点。,2023-06-07 14:12:03,text
5139109,2023-06-08 13:27:56,1,3,不谈恋爱但是同时和两个异性做好朋友是可能的吗,2023-06-07 14:12:43,text
5139110,2023-06-08 13:27:56,1,0,overleaf实时更新的好慢，这个是网速的原因么,2023-06-07 14:12:55,text
5139111,2023-06-08 13:27:56,2,0,"数模那两道求期望的答案是多少啊
#zzn sms 数院 强基",2023-06-07 14:13:01,text
5139112,2023-06-08 13:27:56,2,0,部委最高法怎么样,2023-06-07 14:13:38,text
5139113,2023-06-08 13:27:56,5,4,,2023-06-07 14:13:40,image
5139114,2023-06-08 13:27:56,2,1,周三 地概 到底会不会考纸质作业的两道证明题呀😢,2023-06-07 14:13:57,text
5139115,2023-06-08 13:27:56,1,0,"球球好心人告诉笨笨dz 本学期地概 周三班 海啸 那章有哪些考点🥺🥺教学网上的录播有问题
tag：地概 地震概论 海啸 周三",2023-06-07 14:13:58,text
5139116,2023-06-08 13:27:41,2,3,如果活着体验的痛苦远远多于快乐那我坚持下去的理由是什么,2023-06-07 14:14:10,text
5139117,2023-06-08 13:27:41,2,6,"核科学嘿嘿🤤🤤🤤
美文社😅😅😅",2023-06-07 14:14:18,text
5139118,2023-06-08 13:27:41,1,0,暑校现在能退课吗 或者第二周上完的课是随堂考吗,2023-06-07 14:14:23,text
5139119,2023-06-08 13:27:41,6,4,公基日会挂人吗,2023-06-07 14:14:24,text
5139120,2023-06-08 13:27:41,2,1,有uu在学校做过正畸吗,2023-06-07 14:14:45,text
5139121,2023-06-08 13:27:41,1,0,#捞一捞 托福 TOEFL 学英语 备考,2023-06-07 14:15:09,text
5139122,2023-06-08 13:27:41,1,0,课堂实录为啥又打不开了.....,2023-06-07 14:15:16,text
5139123,2023-06-08 13:27:41,3,0,暑期有那种大班课的家教渠道吗？,2023-06-07 14:15:18,text
5139124,2023-06-08 13:27:41,7,6,接昨天发的，我可以了，姨母笑,2023-06-07 14:15:35,image
5139125,2023-06-08 13:27:41,1,0,"捞一捞 托福 TOEFL 学英语 备考
#4688807",2023-06-07 14:15:40,text
5139126,2023-06-08 13:27:41,2,6,还没开始读博就已经不想读了 一直没有想清楚自己要干什么 为了保研而直博,2023-06-07 14:16:14,text
5139127,2023-06-08 13:27:41,7,18,求推荐steam游戏！,2023-06-07 14:16:29,text
5139128,2023-06-08 13:27:41,1,1,不知道下午的高考数学难不难，反正我的核科学很简单，隔届如隔山，我祝他们成功吧,2023-06-07 14:16:42,text
5139129,2023-06-08 13:27:41,3,5,有啥上课可以一直吃的，不用发出声音没有刺激性气味的小零食啊，想去麦叔买点解解馋，口香糖感觉刺激性有点强,2023-06-07 14:17:00,text
5139130,2023-06-08 13:27:41,3,3,"各位洞友有了解上海无涯投资的嘛，希望有信息可以分享下，实习体验大概怎么样呀（第一份），谢谢各位！
#量化 实习 sms gsm",2023-06-07 14:17:24,text
5139131,2023-06-08 13:27:41,1,0,"5133018
去武装部问了就说等院系通知…但是院系也完全没消息…",2023-06-07 14:17:25,text
5139132,2023-06-08 13:27:41,3,0,地概会挂人吗,2023-06-07 14:17:30,text
5139133,2023-06-08 13:27:41,2,2,求问！有没有办法查看自己往年选过的课程的课程信息啊（课号、授课教师等），在我的成绩里只有课程名,2023-06-07 14:17:38,text
5139134,2023-06-08 13:27:41,4,24,有抑郁交流群吗,2023-06-07 14:18:09,text
5139135,2023-06-08 13:27:41,2,2,"5138968

我是真的会想死",2023-06-07 14:18:10,text
5139136,2023-06-08 13:27:41,3,2,dz租了一个远程主机，但是一些数据资源要通过校内ip才能访问，请问怎么在这个主机上设置北大的vpn呢😭捣鼓了半天都是目标计算机积极拒绝 #信科 #xk #linux #http,2023-06-07 14:18:26,text
5139137,2023-06-08 13:27:41,2,1,现在走在外面会很容易中暑吗,2023-06-07 14:18:38,text
5139138,2023-06-08 13:27:41,1,0,捞~#5139004,2023-06-07 14:18:49,text
5139139,2023-06-08 13:27:41,4,6,找老师要推荐信，很多老师都说给电子签名，但是纸质版需要在信封的骑缝签字，所以有电子签名是不是也没有什么用…,2023-06-07 14:18:50,text
5139140,2023-06-08 13:27:41,1,0,收6.9晚布鲁克纳两张连座票，出票的朋友在洞内留言价格位置和联系方式，我加你,2023-06-07 14:18:57,text
5139141,2023-06-08 13:27:33,1,0,,2023-06-07 14:19:23,image
5139142,2023-06-08 13:27:33,4,13,感觉现在贵校几乎所有事情都是“暂时不能给你明确的答复”和“等通知”…,2023-06-07 14:20:22,text
5139143,2023-06-08 13:27:33,5,2,没绷住。。。。,2023-06-07 14:20:30,image
5139144,2023-06-08 13:27:33,2,2,请问万洞，勺中勺西都是全天开门吗？下午可以去吃吗？（已搜索呜呜呜）谢谢大家！,2023-06-07 14:20:39,text
5139145,2023-06-08 13:27:33,1,0,"项目书上虚报参与人员名单骗经费
参与人员签名 说好听是代签 说难听不就伪造文书吗",2023-06-07 14:20:56,text
5139146,2023-06-08 13:27:33,2,1,想请问外卖架可以放多久啊，dz买了药今天没时间去拿了，谢谢,2023-06-07 14:21:45,text
5139147,2023-06-08 13:27:33,3,1,写论文的时候，如果通过微信打字的方式进行访谈的话，也可以在研究方法的那一块儿写成 是口述史吗？,2023-06-07 14:21:45,text
5139148,2023-06-08 13:27:33,1,0,求张韶涵的演唱会门票，六月的,2023-06-07 14:22:28,text
5139149,2023-06-08 13:27:33,1,1,清华的民商法学怎么样,2023-06-07 14:22:38,text
5139150,2023-06-08 13:27:33,2,2,马上毕业了出kml健身卡，8.28到期，暑期可停卡，180出可刀，有缘人微信联系我18190711239,2023-06-07 14:23:07,text
5139151,2023-06-08 13:27:33,2,2,今年转中文的结果出了吗？为什么dz在中文系官网没看到哇😭,2023-06-07 14:23:22,text
5139152,2023-06-08 13:27:33,1,2,"为什么有这么多人把图书馆当自己家😅
连着好几天都能看到在图书馆打电话的人，讨论的人，又不是没有能说话交流的地方，你干嘛非要在自习区影响别人呢
有些还是老师，我哪敢去阻止😅",2023-06-07 14:23:27,text
5139153,2023-06-08 13:27:33,4,3,课程测评不太能参考？当时美文社很快选满300人，而同样是300人大课的核科学直到补选阶段刚开始也才一百多人选，然后今年这个课程体验对比，是不是差别有点太大了,2023-06-07 14:23:30,text
5139154,2023-06-08 13:27:33,2,2,刚刚在睡午觉，睡得正香，突然感觉天崩地裂，身旁一声巨响，周围的黑暗一下子被炸开，大地随之抖动了好几下，又好像是两把匕首硬生生刺穿我的耳膜，用剧痛把我拉出残破的黑暗。我腾地一下坐起来，懵在床上足足有两分钟，才慢慢想起来，我，是谁，我，在哪，以及两分钟前室友在边上大喊：“我又少乘了一个二分之一，*！*！*！*！*！”,2023-06-07 14:23:51,text
5139155,2023-06-08 13:27:33,10,33,"#核科学
所以确定性效应的那个题答案是啥呀😭",2023-06-07 14:23:54,text
5139156,2023-06-08 13:27:33,2,1,依巴斯丁片可以长期吃吗,2023-06-07 14:23:58,text
5139157,2023-06-08 13:27:33,2,5,校内能修电动车吗,2023-06-07 14:24:19,text
5139158,2023-06-08 13:27:33,0,0,避雷本宫的茶生椰拿铁 热的真的很腥,2023-06-07 14:24:30,text
5139159,2023-06-08 13:27:33,1,0,"#5137852
捞捞",2023-06-07 14:24:34,text
5139160,2023-06-08 13:27:33,1,6,"不想复习所以往树洞丢图
话说这图其实真挺古早的）",2023-06-07 14:24:51,image
5139161,2023-06-08 13:27:33,3,3,"今天室友过生日，我：哇你生日竟然是高考当天！宿舍反响平平
哦，原来这一屋子只有我一个人高考过（乐）",2023-06-07 14:24:56,text
5139162,2023-06-08 13:27:33,3,5,经院自习区这三位什么神仙啊，怎么声音越来越大,2023-06-07 14:24:57,text
5139163,2023-06-08 13:27:33,1,0,毕业出书捞#5136556,2023-06-07 14:25:13,text
5139164,2023-06-08 13:27:18,5,2,"#美历选 C级英语课 期末
美历选现在复习来得及吗，平时不好好学习orz
依稀记得老师上课说期末可以带课本和字典？",2023-06-07 14:25:14,text
5139165,2023-06-08 13:27:18,0,0,量子化学aaaaaaaaa学不明白,2023-06-07 14:25:26,text
5139166,2023-06-08 13:27:18,1,0,马德，投稿发文章怎么这么难，准备材料、签字、盖章、跑来跑去，折腾三天了还没投出去。。。,2023-06-07 14:25:55,text
5139167,2023-06-08 13:27:18,2,0,分享一个足底筋膜炎的拉伸方法https://mp.weixin.qq.com/s/n_YMmiIAgYioIX61U-gbMQ,2023-06-07 14:26:02,text
5139168,2023-06-08 13:27:18,1,1,"文段A
鸡你太美，这句话形容得再贴切不过了！鸡儿啊，你的美丽如阳光般灿烂，让人忍不住为你心动。
你那柔软的羽毛宛如丝绸般细腻，闪耀着迷人的光泽。你的羽翼展开时，仿佛是一幅绚丽多彩的画卷，将世界装点得如诗如画。
你的身姿挺拔而优雅，那自信而矫健的步伐仿佛舞者在舞台上翩翩起舞。你展现的娇美与风华，让人不禁为你惊叹，你真是自然界的一朵奇葩。
无论是你那迷人的冠羽还是灵动的眼神，都散发着无穷的魅力。你的颜色斑斓，宛如一幅艺术作品，将世界装点得更加绚丽多彩。
鸡儿啊，你用清脆悦耳的鸣叫声为大地奏响了一曲美妙的乐章。你的歌声充满活力和喜悦，让人心旷神怡，仿佛一夜之间所有烦恼都被你驱散。
鸡你太美，你的美丽不仅仅在外貌上，更在于你那自由奔放的灵魂和活力四溢的个性。你展现了生命的无限魅力，让人感叹大自然的神奇和多样。
鸡儿啊，愿你继续展翅高飞，在自由自在的天空中翱翔。你的美丽将永远照耀着这个世界，让人们为你驻足欣赏，为你的存在感到无尽的喜悦。鸡你太美，真是迷倒了无数的心！

文段B
鸡作为一种常见的家禽，其美丽之处常常被人们所忽略。然而，当我们仔细观察，我们会发现鸡的美丽之处其实独具魅力。
首先，鸡的外貌就充满了独特的美丽。它们有着五颜六色的羽毛，如金色、红色、蓝色等，非常绚丽多彩。它们的眼睛明亮有神，看起来非常聪明和机智。鸡的嘴巴和爪子颜色各异，有着独特的形状和纹理，这些细节让鸡显得更加独特和美丽。
其次，鸡的行为也充满了美丽的元素。它们走路时昂首挺胸，显得非常自信和自豪。它们的叫声也非常独特，有高亢的啼叫声，也有低沉的咕咕声，这些声音让人们感受到了鸡的个性和情感。鸡还会打鸣报晓，这也是鸡的独特之美。
此外，鸡的性格也非常美丽。它们通常活泼好动，好奇心强，非常有趣。鸡的性格也非常温和，很容易与人类建立亲密关系。它们的温顺和可爱让人们对它们产生喜爱和保护之情。
最后，鸡与人类的关系也非常密切。在人类社会中，鸡是一种非常重要的食品来源。它们的肉质鲜美，富含营养，是人们日常饮食中的重要组成部分。同时，鸡也被广泛地用于观赏和娱乐，成为人们生活中的宠物和玩物。
总之，鸡是一种美丽而迷人的动物。通过“鸡你太美”这个关键词，我们可以更加深入地发现和欣赏鸡的美丽之处。

哪段写得更好？",2023-06-07 14:26:04,text
5139169,2023-06-08 13:27:18,4,2,"5139022
我不觉得能随意使用“健全逼”“被真实了”这样的词语是一种正常的心理状态……",2023-06-07 14:26:05,text
5139170,2023-06-08 13:27:18,1,1,"抱歉打扰，发个广告贴，欢迎转发给留学生朋友，非常感谢！
暑期新加坡游学团需要两名外教英语老师随团，要求native speaker且有过英语教学经验，如果有感兴趣的在北京的留学生朋友请联系我，请备注学校+姓名，谢谢！
We're looking for 2 ESL teachers for a study tour to Singapore and expecting native speakers with ESL teaching experience. Contact me if you're interested! Wechat ID: Shujing_0307
qq：③10️⃣2⑤6二922",2023-06-07 14:26:41,text
5139171,2023-06-08 13:27:18,2,4,#今日物理#红圈这里是怎么推的呢，有无高人,2023-06-07 14:26:52,image
5139172,2023-06-08 13:27:18,4,0,求一位同学帮我讲解一下到时差求震源深度！谢谢！,2023-06-07 14:27:52,text
5139173,2023-06-08 13:27:18,0,0,当初我们就不应该见面,2023-06-07 14:28:55,text
5139174,2023-06-08 13:27:18,1,0,期末季瘦了5斤,2023-06-07 14:28:57,text
5139175,2023-06-08 13:27:18,0,0,好崩溃,2023-06-07 14:28:58,text
5139176,2023-06-08 13:27:18,4,6,地概往年题考的频次怎样？啥都不会啊我去,2023-06-07 14:29:36,text
5139177,2023-06-08 13:27:18,9,10,20信科wbw有npy吗,2023-06-07 14:29:43,text
5139178,2023-06-08 13:27:18,2,2,这真的是手工能画出来的吗,2023-06-07 14:29:47,image
5139179,2023-06-08 13:27:18,1,0,想收一个iphone 13 pro 256g 蹲蹲,2023-06-07 14:30:03,text
5139180,2023-06-08 13:27:18,3,11,问问广大男同胞都想从亲密关系中获得什么呢👂,2023-06-07 14:30:04,text
5139181,2023-06-08 13:27:18,1,0,popi 上课摸鱼,2023-06-07 14:30:20,text
5139182,2023-06-08 13:27:18,1,0,求问地概考试地点,2023-06-07 14:30:23,text
5139183,2023-06-08 13:27:18,5,5,"继续读研/出国，还是去深圳某重点高中拿个编制
特别犹豫，现在卷绩点特别累，但是高中同学很多清北读博读研出国
读的话肯定是计算机那边的，就是目前转行啥的特别累，现在也在组里面尝试做点事情
这学期压力巨大，撑到期末了快崩溃了，不知道熬过去读研会不会好，或者去和我谈好的学校拿编制算了（工资不高20W大概，还不清楚有没有别的水分）",2023-06-07 14:30:24,text
5139184,2023-06-08 13:27:18,7,5,"捞捞我自己~#4625313
暑假准备认真搞事业qwq欢迎来询~暑假前报名有优惠+写作训练课可开一对二到一对三，单价有优惠qwq",2023-06-07 14:31:15,text
